Manin00g000010.1	IPR036610	PEBP-like superfamily
Manin16g005390.1	IPR009367	Mitochondrial fission protein ELM1-like
Manin16g005400.1	IPR003100	PAZ domain
Manin16g005400.1	IPR003165	Piwi domain
Manin16g005400.1	IPR012337	Ribonuclease H-like superfamily
Manin16g005400.1	IPR014811	Argonaute, linker 1 domain
Manin16g005400.1	IPR032473	Protein argonaute, Mid domain
Manin16g005400.1	IPR032474	Protein argonaute, N-terminal
Manin16g005400.1	IPR036085	PAZ domain superfamily
Manin16g005410.1	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Manin16g005410.1	IPR029000	Cyclophilin-like domain superfamily
Manin16g005420.1	IPR001440	Tetratricopeptide repeat 1
Manin16g005420.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005420.1	IPR019734	Tetratricopeptide repeat
Manin16g005420.1	IPR029489	O-GlcNAc transferase, C-terminal
Manin16g005420.2	IPR001440	Tetratricopeptide repeat 1
Manin16g005420.2	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005420.2	IPR019734	Tetratricopeptide repeat
Manin16g005420.2	IPR029489	O-GlcNAc transferase, C-terminal
Manin16g005420.3	IPR001440	Tetratricopeptide repeat 1
Manin16g005420.3	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005420.3	IPR019734	Tetratricopeptide repeat
Manin16g005420.3	IPR029489	O-GlcNAc transferase, C-terminal
Manin16g005420.4	IPR001440	Tetratricopeptide repeat 1
Manin16g005420.4	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005420.4	IPR019734	Tetratricopeptide repeat
Manin16g005420.4	IPR029489	O-GlcNAc transferase, C-terminal
Manin16g005430.1	IPR007262	Vps55/LEPROT
Manin16g005440.1	IPR003441	NAC domain
Manin16g005440.1	IPR036093	NAC domain superfamily
Manin16g005450.1	IPR003441	NAC domain
Manin16g005450.1	IPR036093	NAC domain superfamily
Manin16g005460.1	IPR003441	NAC domain
Manin16g005460.1	IPR036093	NAC domain superfamily
Manin16g005470.1	IPR003441	NAC domain
Manin16g005470.1	IPR036093	NAC domain superfamily
Manin16g005480.1	IPR003441	NAC domain
Manin16g005480.1	IPR036093	NAC domain superfamily
Manin16g005490.1	IPR003165	Piwi domain
Manin16g005490.1	IPR012337	Ribonuclease H-like superfamily
Manin16g005500.1	IPR022800	Spt4/RpoE2 zinc finger
Manin16g005500.1	IPR029040	RNA polymerase subunit RPABC4/transcription elongation factor Spt4
Manin16g005520.1	IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain
Manin16g005520.1	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal
Manin16g005520.1	IPR029058	Alpha/Beta hydrolase fold
Manin16g005520.1	IPR036188	FAD/NAD(P)-binding domain superfamily
Manin16g005530.1	IPR000073	Alpha/beta hydrolase fold-1
Manin16g005530.1	IPR001971	Ribosomal protein S11
Manin16g005530.1	IPR029058	Alpha/Beta hydrolase fold
Manin16g005540.1	IPR013148	Glycosyl hydrolase family 32, N-terminal
Manin16g005540.1	IPR013189	Glycosyl hydrolase family 32, C-terminal
Manin16g005540.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin16g005540.1	IPR023296	Glycosyl hydrolase, five-bladed beta-propellor domain superfamily
Manin16g005550.1	IPR008906	HAT, C-terminal dimerisation domain
Manin16g005550.1	IPR012337	Ribonuclease H-like superfamily
Manin16g005560.1	IPR002885	Pentatricopeptide repeat
Manin16g005560.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005560.1	IPR032867	DYW domain
Manin16g005570.1	IPR001752	Kinesin motor domain
Manin16g005570.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005590.1	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Manin16g005590.1	IPR001611	Leucine-rich repeat
Manin16g005590.1	IPR002182	NB-ARC
Manin16g005590.1	IPR011713	Leucine-rich repeat 3
Manin16g005590.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005590.1	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Manin16g005600.1	IPR000095	CRIB domain
Manin16g005600.1	IPR000198	Rho GTPase-activating protein domain
Manin16g005600.1	IPR008936	Rho GTPase activation protein
Manin16g005600.2	IPR000095	CRIB domain
Manin16g005600.2	IPR000198	Rho GTPase-activating protein domain
Manin16g005600.2	IPR008936	Rho GTPase activation protein
Manin16g005610.1	IPR002885	Pentatricopeptide repeat
Manin16g005610.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005610.1	IPR032867	DYW domain
Manin16g005620.1	IPR001680	WD40 repeat
Manin16g005620.1	IPR036322	WD40-repeat-containing domain superfamily
Manin16g005630.1	IPR031985	Protein of unknown function DUF4787
Manin16g005640.1	IPR004088	K Homology domain, type 1
Manin16g005640.1	IPR012340	Nucleic acid-binding, OB-fold
Manin16g005640.1	IPR036612	K Homology domain, type 1 superfamily
Manin16g005650.1	IPR000182	GNAT domain
Manin16g005650.1	IPR016181	Acyl-CoA N-acyltransferase
Manin16g005670.1	IPR001611	Leucine-rich repeat
Manin16g005690.1	IPR004088	K Homology domain, type 1
Manin16g005690.1	IPR012340	Nucleic acid-binding, OB-fold
Manin16g005690.1	IPR036612	K Homology domain, type 1 superfamily
Manin16g005690.2	IPR004088	K Homology domain, type 1
Manin16g005690.2	IPR012340	Nucleic acid-binding, OB-fold
Manin16g005690.2	IPR036612	K Homology domain, type 1 superfamily
Manin16g005700.1	IPR004088	K Homology domain, type 1
Manin16g005700.1	IPR012340	Nucleic acid-binding, OB-fold
Manin16g005700.1	IPR036612	K Homology domain, type 1 superfamily
Manin16g005700.2	IPR004088	K Homology domain, type 1
Manin16g005700.2	IPR012340	Nucleic acid-binding, OB-fold
Manin16g005700.2	IPR036612	K Homology domain, type 1 superfamily
Manin16g005710.1	IPR000182	GNAT domain
Manin16g005710.1	IPR016181	Acyl-CoA N-acyltransferase
Manin16g005720.1	IPR000210	BTB/POZ domain
Manin16g005720.1	IPR011333	SKP1/BTB/POZ domain superfamily
Manin16g005720.1	IPR027356	NPH3 domain
Manin16g005740.1	IPR002016	Haem peroxidase
Manin16g005740.1	IPR010255	Haem peroxidase superfamily
Manin16g005750.1	IPR004883	Lateral organ boundaries, LOB
Manin16g005760.1	IPR019438	Queuosine salvage protein family
Manin16g005770.1	IPR000719	Protein kinase domain
Manin16g005770.1	IPR011009	Protein kinase-like domain superfamily
Manin16g005770.2	IPR000719	Protein kinase domain
Manin16g005770.2	IPR011009	Protein kinase-like domain superfamily
Manin16g005780.1	IPR000210	BTB/POZ domain
Manin16g005780.1	IPR011333	SKP1/BTB/POZ domain superfamily
Manin16g005780.1	IPR027356	NPH3 domain
Manin16g005790.1	IPR015425	Formin, FH2 domain
Manin16g005800.1	IPR004367	Cyclin, C-terminal domain
Manin16g005800.1	IPR006671	Cyclin, N-terminal
Manin16g005800.1	IPR036915	Cyclin-like superfamily
Manin16g005800.2	IPR004367	Cyclin, C-terminal domain
Manin16g005800.2	IPR006671	Cyclin, N-terminal
Manin16g005800.2	IPR036915	Cyclin-like superfamily
Manin16g005810.1	IPR001757	P-type ATPase
Manin16g005810.1	IPR004014	Cation-transporting P-type ATPase, N-terminal
Manin16g005810.1	IPR006068	Cation-transporting P-type ATPase, C-terminal
Manin16g005810.1	IPR006408	P-type ATPase, subfamily IIB
Manin16g005810.1	IPR008250	P-type ATPase, A domain superfamily
Manin16g005810.1	IPR023298	P-type ATPase, transmembrane domain superfamily
Manin16g005810.1	IPR023299	P-type ATPase, cytoplasmic domain N
Manin16g005810.1	IPR024750	Calcium-transporting P-type ATPase, N-terminal autoinhibitory domain
Manin16g005810.1	IPR036412	HAD-like superfamily
Manin16g005810.2	IPR001757	P-type ATPase
Manin16g005810.2	IPR004014	Cation-transporting P-type ATPase, N-terminal
Manin16g005810.2	IPR006068	Cation-transporting P-type ATPase, C-terminal
Manin16g005810.2	IPR006408	P-type ATPase, subfamily IIB
Manin16g005810.2	IPR008250	P-type ATPase, A domain superfamily
Manin16g005810.2	IPR023298	P-type ATPase, transmembrane domain superfamily
Manin16g005810.2	IPR023299	P-type ATPase, cytoplasmic domain N
Manin16g005810.2	IPR024750	Calcium-transporting P-type ATPase, N-terminal autoinhibitory domain
Manin16g005810.2	IPR036412	HAD-like superfamily
Manin16g005820.1	IPR027246	Eukaryotic porin/Tom40
Manin16g005840.1	IPR000210	BTB/POZ domain
Manin16g005840.1	IPR011333	SKP1/BTB/POZ domain superfamily
Manin16g005840.1	IPR027356	NPH3 domain
Manin16g005850.1	IPR002891	Adenylyl-sulfate kinase
Manin16g005850.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005870.1	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Manin16g005870.1	IPR005202	Transcription factor GRAS
Manin16g005870.1	IPR029000	Cyclophilin-like domain superfamily
Manin16g005880.1	IPR006710	Glycoside hydrolase, family 43
Manin16g005880.1	IPR023296	Glycosyl hydrolase, five-bladed beta-propellor domain superfamily
Manin16g005890.1	IPR001128	Cytochrome P450
Manin16g005890.1	IPR036396	Cytochrome P450 superfamily
Manin16g005900.1	IPR001128	Cytochrome P450
Manin16g005900.1	IPR036396	Cytochrome P450 superfamily
Manin16g005910.1	IPR000330	SNF2, N-terminal
Manin16g005910.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005930.1	IPR001810	F-box domain
Manin16g005930.1	IPR004342	EXS, C-terminal
Manin16g005930.1	IPR013187	F-box associated domain, type 3
Manin16g005930.1	IPR017451	F-box associated interaction domain
Manin16g005930.1	IPR036047	F-box-like domain superfamily
Manin16g005940.1	IPR006674	HD domain
Manin16g005950.1	IPR000719	Protein kinase domain
Manin16g005950.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g005950.1	IPR011009	Protein kinase-like domain superfamily
Manin16g005960.1	IPR000462	CDP-alcohol phosphatidyltransferase
Manin16g005960.2	IPR000462	CDP-alcohol phosphatidyltransferase
Manin16g005960.3	IPR000462	CDP-alcohol phosphatidyltransferase
Manin16g005970.1	IPR012511	S-adenosyl-l-methionine decarboxylase leader peptide
Manin16g005980.1	IPR001985	S-adenosylmethionine decarboxylase
Manin16g005980.1	IPR016067	S-adenosylmethionine decarboxylase, core
Manin16g005990.1	IPR000719	Protein kinase domain
Manin16g005990.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g005990.1	IPR001611	Leucine-rich repeat
Manin16g005990.1	IPR011009	Protein kinase-like domain superfamily
Manin16g005990.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin16g006000.1	IPR001810	F-box domain
Manin16g006000.1	IPR006083	Phosphoribulokinase/uridine kinase
Manin16g006000.1	IPR006566	FBD domain
Manin16g006000.1	IPR013101	Leucine-rich repeat 2
Manin16g006000.1	IPR023577	CYTH domain
Manin16g006000.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g006000.1	IPR033469	CYTH-like domain superfamily
Manin16g006000.1	IPR036047	F-box-like domain superfamily
Manin16g006010.1	IPR002016	Haem peroxidase
Manin16g006010.1	IPR010255	Haem peroxidase superfamily
Manin16g006020.1	IPR006634	TRAM/LAG1/CLN8 homology domain
Manin16g006030.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g006030.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g006030.2	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g006030.2	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g006040.1	IPR002092	DNA-directed RNA polymerase, phage-type
Manin16g006040.1	IPR029262	DNA-directed RNA polymerase, N-terminal
Manin16g006040.1	IPR043502	DNA/RNA polymerase superfamily
Manin16g006050.1	IPR032801	Peroxiredoxin-like 2A/B/C
Manin16g006060.1	IPR000225	Armadillo
Manin16g006060.1	IPR003613	U-box domain
Manin16g006060.1	IPR016024	Armadillo-type fold
Manin16g006070.1	IPR002092	DNA-directed RNA polymerase, phage-type
Manin16g006070.1	IPR029262	DNA-directed RNA polymerase, N-terminal
Manin16g006070.1	IPR043502	DNA/RNA polymerase superfamily
Manin16g006080.1	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
Manin16g006080.1	IPR001404	Heat shock protein Hsp90 family
Manin16g006080.1	IPR003594	Histidine kinase/HSP90-like ATPase
Manin16g006080.1	IPR020568	Ribosomal protein S5 domain 2-type fold
Manin16g006080.1	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
Manin16g006080.1	IPR037196	HSP90, C-terminal domain
Manin16g006090.2	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g006120.1	IPR002912	ACT domain
Manin16g006120.1	IPR045865	ACT-like domain
Manin16g006120.2	IPR002912	ACT domain
Manin16g006120.2	IPR045865	ACT-like domain
Manin16g006130.1	IPR001623	DnaJ domain
Manin16g006130.1	IPR036869	Chaperone J-domain superfamily
Manin16g006130.2	IPR001623	DnaJ domain
Manin16g006130.2	IPR036869	Chaperone J-domain superfamily
Manin16g006140.1	IPR001128	Cytochrome P450
Manin16g006140.1	IPR036396	Cytochrome P450 superfamily
Manin16g006150.1	IPR006780	YABBY protein
Manin16g006180.1	IPR001128	Cytochrome P450
Manin16g006180.1	IPR036396	Cytochrome P450 superfamily
Manin16g006190.1	IPR000504	RNA recognition motif domain
Manin16g006190.1	IPR001199	Cytochrome b5-like heme/steroid binding domain
Manin16g006190.1	IPR035979	RNA-binding domain superfamily
Manin16g006190.1	IPR036400	Cytochrome b5-like heme/steroid binding domain superfamily
Manin16g006200.1	IPR005900	6-phosphogluconolactonase, DevB-type
Manin16g006200.1	IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
Manin16g006200.1	IPR037171	NagB/RpiA transferase-like
Manin16g006200.2	IPR005900	6-phosphogluconolactonase, DevB-type
Manin16g006200.2	IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
Manin16g006200.2	IPR037171	NagB/RpiA transferase-like
Manin16g006210.1	IPR023410	14-3-3 domain
Manin16g006210.1	IPR036815	14-3-3 domain superfamily
Manin16g006210.2	IPR023410	14-3-3 domain
Manin16g006210.2	IPR036815	14-3-3 domain superfamily
Manin16g006230.1	IPR002885	Pentatricopeptide repeat
Manin16g006230.2	IPR002885	Pentatricopeptide repeat
Manin16g006240.1	IPR012946	X8 domain
Manin16g006250.1	IPR001107	Band 7 domain
Manin16g006250.1	IPR036013	Band 7/SPFH domain superfamily
Manin16g006260.1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Manin16g006260.1	IPR008963	Purple acid phosphatase-like, N-terminal
Manin16g006260.1	IPR015914	Purple acid phosphatase, N-terminal
Manin16g006260.1	IPR025733	Iron/zinc purple acid phosphatase-like C-terminal domain
Manin16g006260.1	IPR029052	Metallo-dependent phosphatase-like
Manin16g006260.1	IPR040974	Purple acid phosphatase, Fn3-like domain
Manin16g006270.1	IPR012463	Ethylene-responsive binding factor-associated repression
Manin16g006270.1	IPR032308	Jas TPL-binding domain
Manin16g006270.1	IPR032310	Putative nuclear localisation signal
Manin16g006270.2	IPR012463	Ethylene-responsive binding factor-associated repression
Manin16g006270.2	IPR032308	Jas TPL-binding domain
Manin16g006270.2	IPR032310	Putative nuclear localisation signal
Manin16g006290.1	IPR001128	Cytochrome P450
Manin16g006290.1	IPR036396	Cytochrome P450 superfamily
Manin16g006300.1	IPR000719	Protein kinase domain
Manin16g006300.1	IPR011009	Protein kinase-like domain superfamily
Manin16g006310.1	IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006310.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006310.2	IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006310.2	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006310.3	IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006310.3	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g006320.1	IPR001360	Glycoside hydrolase family 1
Manin16g006320.1	IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal
Manin16g006320.1	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
Manin16g006320.1	IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation
Manin16g006320.1	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal
Manin16g006320.1	IPR017476	UDP-glucose/GDP-mannose dehydrogenase
Manin16g006320.1	IPR017853	Glycoside hydrolase superfamily
Manin16g006320.1	IPR036220	UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily
Manin16g006320.1	IPR036291	NAD(P)-binding domain superfamily
Manin16g006330.1	IPR001005	SANT/Myb domain
Manin16g006330.1	IPR009057	Homeobox-like domain superfamily
Manin16g006330.1	IPR017930	Myb domain
Manin16g006340.1	IPR003657	WRKY domain
Manin16g006340.1	IPR036576	WRKY domain superfamily
Manin16g006340.2	IPR003657	WRKY domain
Manin16g006340.2	IPR036576	WRKY domain superfamily
Manin16g006350.1	IPR000811	Glycosyl transferase, family 35
Manin16g006360.1	IPR005516	Remorin, C-terminal
Manin16g006380.1	IPR001251	CRAL-TRIO lipid binding domain
Manin16g006380.1	IPR002589	Macro domain
Manin16g006380.1	IPR036865	CRAL-TRIO lipid binding domain superfamily
Manin16g006380.1	IPR043472	Macro domain-like
Manin16g006390.1	IPR007493	Protein of unknown function DUF538
Manin16g006390.1	IPR036758	At5g01610-like superfamily
Manin16g006390.2	IPR007493	Protein of unknown function DUF538
Manin16g006390.2	IPR036758	At5g01610-like superfamily
Manin16g006400.1	IPR005527	Cell division topological specificity factor MinE
Manin16g006410.1	IPR001884	Translation elongation factor IF5A-like
Manin16g006410.1	IPR008991	Translation protein SH3-like domain superfamily
Manin16g006410.1	IPR012340	Nucleic acid-binding, OB-fold
Manin16g006410.1	IPR020189	Translation elongation factor, IF5A C-terminal
Manin16g006410.2	IPR001884	Translation elongation factor IF5A-like
Manin16g006410.2	IPR008991	Translation protein SH3-like domain superfamily
Manin16g006410.2	IPR012340	Nucleic acid-binding, OB-fold
Manin16g006410.2	IPR020189	Translation elongation factor, IF5A C-terminal
Manin16g006420.1	IPR001594	Palmitoyltransferase, DHHC domain
Manin16g006430.1	IPR003100	PAZ domain
Manin16g006430.1	IPR003165	Piwi domain
Manin16g006430.1	IPR012337	Ribonuclease H-like superfamily
Manin16g006430.1	IPR014811	Argonaute, linker 1 domain
Manin16g006430.1	IPR032474	Protein argonaute, N-terminal
Manin16g006430.1	IPR036085	PAZ domain superfamily
Manin16g006430.2	IPR003100	PAZ domain
Manin16g006430.2	IPR003165	Piwi domain
Manin16g006430.2	IPR012337	Ribonuclease H-like superfamily
Manin16g006430.2	IPR014811	Argonaute, linker 1 domain
Manin16g006430.2	IPR032474	Protein argonaute, N-terminal
Manin16g006430.2	IPR036085	PAZ domain superfamily
Manin16g006450.1	IPR000719	Protein kinase domain
Manin16g006450.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g006450.1	IPR002110	Ankyrin repeat
Manin16g006450.1	IPR011009	Protein kinase-like domain superfamily
Manin16g006450.1	IPR036770	Ankyrin repeat-containing domain superfamily
Manin16g006450.2	IPR000719	Protein kinase domain
Manin16g006450.2	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g006450.2	IPR002110	Ankyrin repeat
Manin16g006450.2	IPR011009	Protein kinase-like domain superfamily
Manin16g006450.2	IPR036770	Ankyrin repeat-containing domain superfamily
Manin16g006460.1	IPR009038	GOLD domain
Manin16g006470.1	IPR019378	GDP-fucose protein O-fucosyltransferase
